Date,Open,High,Low,Close,Adj Close,Volume
2001-09-22,116.599998,120.010002,116.269997,119.480003,119.480003,0
2001-09-29,119.500000,121.449997,119.300003,120.470001,120.470001,0
2001-10-06,120.459999,121.760002,119.580002,121.220001,121.220001,0
2001-10-13,121.199997,121.889999,120.449997,121.169998,121.169998,0
2001-10-20,121.180000,123.349998,121.129997,122.650002,122.650002,0
2001-10-27,122.629997,122.779999,121.320000,121.620003,121.620003,0
2001-11-03,121.639999,122.120003,119.750000,120.220001,120.220001,0
2001-11-10,120.239998,122.930000,119.690002,122.870003,122.870003,0
2001-11-17,122.910004,124.459999,122.459999,124.279999,124.279999,0
2001-11-24,124.300003,124.570000,122.779999,123.449997,123.449997,0
2001-12-01,123.459999,125.739998,123.099998,125.489998,125.489998,0
2001-12-08,125.500000,127.930000,125.449997,127.370003,127.370003,0
2001-12-15,127.360001,129.720001,126.739998,129.500000,129.500000,0
2001-12-22,129.539993,132.050003,129.300003,131.050003,131.050003,0
2001-12-29,131.089996,132.270004,130.600006,131.020004,131.020004,0
2002-01-05,131.039993,133.350006,130.360001,132.149994,132.149994,0
2002-01-12,132.210007,133.009995,130.860001,132.619995,132.619995,0
2002-01-19,132.660004,134.929993,131.949997,134.550003,134.550003,0
2002-01-26,134.550003,135.160004,132.300003,133.100006,133.100006,0
2002-02-02,133.100006,135.000000,131.929993,134.669998,134.669998,0
2002-02-09,134.669998,135.009995,131.940002,132.589996,132.589996,0
2002-02-16,132.580002,134.500000,132.410004,134.110001,134.110001,0
2002-02-23,134.100006,134.990005,133.029999,133.320007,133.320007,0
2002-03-02,133.320007,133.559998,126.470001,128.619995,128.619995,0
2002-03-09,128.600006,129.619995,127.739998,129.009995,129.009995,0
2002-03-16,128.979996,132.929993,128.979996,132.899994,132.899994,0
2002-03-23,132.919998,133.449997,132.160004,132.699997,132.699997,0
2002-03-30,132.699997,133.820007,131.259995,131.550003,131.550003,0
2002-04-06,131.559998,132.250000,130.160004,131.919998,131.919998,0
2002-04-13,131.940002,132.380005,129.570007,130.309998,130.309998,0
2002-04-20,130.289993,130.660004,127.750000,127.820000,127.820000,0
2002-04-27,127.830002,128.660004,126.809998,126.900002,126.900002,0
2002-05-04,126.879997,129.080002,126.739998,127.570000,127.570000,0
2002-05-11,127.559998,128.779999,125.510002,125.930000,125.930000,0
2002-05-18,125.949997,126.199997,123.459999,124.699997,124.699997,0
2002-05-25,124.709999,125.059998,122.779999,124.059998,124.059998,0
2002-06-01,124.099998,125.050003,123.239998,124.309998,124.309998,0
2002-06-08,124.290001,125.959999,123.849998,124.129997,124.129997,0
2002-06-15,124.120003,124.820000,120.790001,121.089996,121.089996,0
2002-06-22,121.080002,121.989998,118.320000,119.519997,119.519997,0
2002-06-29,119.529999,120.800003,119.220001,120.400002,120.400002,0
2002-07-06,120.330002,120.400002,116.440002,116.849998,116.849998,0
2002-07-13,116.870003,117.309998,115.430000,115.900002,115.900002,0
2002-07-20,115.889999,119.040001,115.730003,118.769997,118.769997,0
2002-07-27,118.699997,120.389999,118.480003,118.769997,118.769997,0
2002-08-03,118.709999,121.330002,118.610001,120.449997,120.449997,0
2002-08-10,119.830002,119.849998,116.260002,117.559998,117.559998,0
2002-08-17,117.550003,120.260002,117.410004,119.589996,119.589996,0
2002-08-24,119.599998,119.889999,117.370003,118.430000,118.430000,0
2002-08-31,118.449997,119.019997,116.809998,118.410004,118.410004,0
2002-09-07,118.419998,122.250000,118.160004,121.629997,121.629997,0
2002-09-14,121.599998,123.709999,120.860001,123.300003,123.300003,0
2002-09-21,123.290001,124.199997,121.830002,122.529999,122.529999,0
2002-09-28,122.519997,123.309998,121.050003,123.199997,123.199997,0
2002-10-05,123.209999,124.599998,122.980003,124.019997,124.019997,0
2002-10-12,124.010002,125.559998,123.769997,125.449997,125.449997,0
2002-10-19,125.459999,125.639999,123.580002,124.169998,124.169998,0
2002-10-26,124.180000,124.989998,121.580002,122.150002,122.150002,0
2002-11-02,122.150002,122.639999,119.500000,119.779999,119.779999,0
2002-11-09,119.790001,120.900002,119.059998,120.459999,120.459999,0
2002-11-16,121.059998,122.989998,120.790001,122.949997,122.949997,0
2002-11-23,122.940002,123.180000,121.300003,122.470001,122.470001,0
2002-11-30,122.610001,125.720001,122.150002,123.519997,123.519997,0
2002-12-07,123.559998,124.050003,120.300003,120.430000,120.430000,0
2002-12-14,120.459999,121.690002,120.199997,120.360001,120.360001,0
2002-12-21,120.360001,120.769997,119.769997,119.860001,119.860001,0
2002-12-28,119.830002,120.269997,118.269997,119.669998,119.669998,0
2003-01-04,119.699997,120.570000,118.510002,119.300003,119.300003,0
2003-01-11,119.300003,119.330002,117.379997,117.779999,117.779999,0
2003-01-18,117.870003,119.139999,117.250000,117.809998,117.809998,0
2003-01-25,117.739998,120.059998,117.500000,119.910004,119.910004,0
2003-02-01,119.940002,120.879997,119.019997,120.220001,120.220001,0
2003-02-08,120.180000,121.760002,120.050003,120.300003,120.300003,0
2003-02-15,120.339996,120.779999,118.070000,118.610001,118.610001,0
2003-02-22,118.699997,118.970001,116.779999,118.089996,118.089996,0
2003-03-01,118.089996,118.279999,116.330002,117.050003,117.050003,0
2003-03-08,116.989998,118.739998,116.220001,118.300003,118.300003,0
2003-03-15,118.239998,121.860001,117.540001,121.459999,121.459999,0
2003-03-22,121.489998,121.820000,119.410004,119.720001,119.720001,0
2003-03-29,119.860001,120.190002,117.599998,119.949997,119.949997,0
2003-04-05,119.959999,120.889999,119.110001,120.519997,120.519997,0
2003-04-12,120.500000,120.809998,118.900002,119.809998,119.809998,0
2003-04-19,119.800003,121.110001,119.320000,120.160004,120.160004,0
2003-04-26,120.150002,120.680000,118.120003,119.029999,119.029999,0
2003-05-03,119.050003,119.070000,115.970001,117.349998,117.349998,0
2003-05-10,117.250000,117.519997,115.260002,116.010002,116.010002,0
2003-05-17,116.029999,117.779999,115.029999,116.949997,116.949997,0
2003-05-24,116.870003,119.629997,116.180000,119.300003,119.300003,0
2003-05-31,119.309998,119.639999,117.309998,118.629997,118.629997,0
2003-06-07,118.699997,118.699997,117.139999,117.389999,117.389999,0
2003-06-14,117.400002,119.099998,117.110001,118.330002,118.330002,0
2003-06-21,118.349998,119.949997,117.290001,119.529999,119.529999,0
2003-06-28,119.580002,120.230003,117.839996,118.330002,118.330002,0
2003-07-05,117.970001,118.690002,117.339996,117.910004,117.910004,0
2003-07-12,117.629997,119.260002,116.620003,118.419998,118.419998,0
2003-07-19,118.410004,119.379997,118.209999,118.760002,118.760002,0
2003-07-26,118.750000,120.720001,118.680000,120.129997,120.129997,0
2003-08-02,120.139999,120.629997,118.790001,119.029999,119.029999,0
2003-08-09,119.050003,119.660004,118.169998,119.129997,119.129997,0
2003-08-16,119.129997,119.790001,117.300003,117.489998,117.489998,0
2003-08-23,117.510002,117.980003,116.129997,116.889999,116.889999,0
2003-08-30,116.879997,117.220001,115.730003,116.790001,116.790001,0
2003-09-06,116.800003,117.709999,116.099998,117.269997,117.269997,0
2003-09-13,117.279999,117.650002,113.570000,113.910004,113.910004,0
2003-09-20,113.919998,114.050003,110.900002,111.690002,111.690002,0
2003-09-27,111.709999,112.059998,110.120003,110.809998,110.809998,0
2003-10-04,110.800003,111.330002,108.199997,108.559998,108.559998,0
2003-10-11,108.690002,110.269997,108.269997,109.300003,109.300003,0
2003-10-18,109.309998,110.559998,108.790001,109.230003,109.230003,0
2003-10-25,109.220001,110.190002,107.830002,110.000000,110.000000,0
2003-11-01,110.000000,111.470001,109.040001,109.330002,109.330002,0
2003-11-08,109.320000,109.629997,107.839996,108.300003,108.300003,0
2003-11-15,108.290001,109.690002,107.620003,108.750000,108.750000,0
2003-11-22,108.730003,110.019997,108.650002,109.620003,109.620003,0
2003-11-29,109.529999,109.989998,107.489998,107.620003,107.620003,0
2003-12-06,107.610001,108.660004,106.809998,107.680000,107.680000,0
2003-12-13,107.860001,108.379997,107.169998,107.709999,107.709999,0
2003-12-20,107.699997,108.029999,106.910004,107.449997,107.449997,0
2003-12-27,107.449997,107.680000,106.730003,106.910004,106.910004,0
2004-01-03,106.860001,108.209999,105.959999,106.580002,106.580002,0
2004-01-10,106.709999,106.970001,105.739998,106.750000,106.750000,0
2004-01-17,106.779999,107.889999,105.730003,106.750000,106.750000,0
2004-01-24,106.760002,106.820000,105.449997,105.720001,105.720001,0
2004-01-31,105.650002,106.769997,105.209999,105.449997,105.449997,0
2004-02-07,105.449997,106.349998,104.099998,105.199997,105.199997,0
2004-02-14,105.360001,109.250000,105.290001,108.949997,108.949997,0
2004-02-21,108.959999,109.800003,107.720001,109.250000,109.250000,0
2004-02-28,109.250000,112.239998,108.860001,112.000000,112.000000,0
2004-03-06,111.989998,112.260002,110.309998,110.650002,110.650002,0
2004-03-13,110.760002,111.320000,106.430000,106.660004,106.660004,0
2004-03-20,106.620003,107.639999,105.540001,106.180000,106.180000,0
2004-03-27,106.180000,106.180000,103.300003,104.610001,104.610001,0
2004-04-03,104.199997,106.970001,104.129997,106.400002,106.400002,0
2004-04-10,106.320000,109.120003,105.050003,107.800003,107.800003,0
2004-04-17,107.650002,109.860001,107.629997,109.160004,109.160004,0
2004-04-24,108.989998,110.860001,108.300003,110.370003,110.370003,0
2004-05-01,110.250000,112.440002,108.309998,112.309998,112.309998,0
2004-05-08,112.180000,114.839996,110.599998,114.110001,114.110001,0
2004-05-15,114.230003,114.680000,111.750000,112.339996,112.339996,0
2004-05-22,112.400002,113.290001,109.970001,109.970001,109.970001,0
2004-05-29,110.489998,111.510002,109.050003,111.260002,111.260002,0
2004-06-05,111.080002,111.099998,108.639999,110.129997,110.129997,0
2004-06-12,110.150002,111.430000,108.529999,108.720001,108.720001,0
2004-06-19,108.720001,109.370003,107.000000,107.599998,107.599998,0
2004-06-26,107.599998,109.519997,107.419998,108.260002,108.260002,0
2004-07-03,108.260002,109.680000,107.930000,108.180000,108.180000,0
2004-07-10,108.180000,109.970001,107.570000,108.730003,108.730003,0
2004-07-17,108.660004,110.260002,108.080002,110.150002,110.150002,0
2004-07-24,110.150002,112.470001,109.440002,111.360001,111.360001,0
2004-07-31,111.360001,111.870003,109.860001,110.510002,110.510002,0
2004-08-07,110.510002,111.970001,110.120003,110.699997,110.699997,0
2004-08-14,110.699997,110.959999,108.980003,109.110001,109.110001,0
2004-08-21,109.110001,110.440002,109.080002,109.660004,109.660004,0
2004-08-28,109.660004,110.690002,108.760002,110.410004,110.410004,0
2004-09-04,110.339996,110.610001,109.080002,109.580002,109.580002,0
2004-09-11,109.580002,110.379997,109.300003,109.699997,109.699997,0
2004-09-18,109.699997,110.870003,109.589996,110.540001,110.540001,0
2004-09-25,110.540001,111.680000,109.820000,110.480003,110.480003,0
2004-10-02,110.480003,111.440002,109.309998,109.500000,109.500000,0
2004-10-09,109.500000,110.160004,108.800003,109.370003,109.370003,0
2004-10-16,109.370003,109.559998,107.150002,107.519997,107.519997,0
2004-10-23,107.199997,107.370003,105.699997,105.720001,105.720001,0
2004-10-30,105.779999,106.879997,105.489998,105.489998,105.489998,0
2004-11-06,105.489998,107.279999,105.290001,105.650002,105.650002,0
2004-11-13,105.650002,105.669998,102.720001,103.080002,103.080002,0
2004-11-20,103.080002,103.669998,102.169998,102.529999,102.529999,0
2004-11-27,102.550003,103.580002,101.900002,102.089996,102.089996,0
2004-12-04,102.089996,106.160004,101.889999,105.019997,105.019997,0
2004-12-11,104.519997,105.750000,103.459999,104.150002,104.150002,0
2004-12-18,104.120003,104.629997,103.440002,103.650002,103.650002,0
2004-12-25,103.650002,104.230003,102.309998,102.510002,102.510002,0
2005-01-01,102.510002,105.129997,102.349998,104.889999,104.889999,0
2005-01-08,104.849998,104.900002,101.800003,101.980003,101.980003,0
2005-01-15,101.959999,103.910004,101.660004,102.610001,102.610001,0
2005-01-22,102.660004,104.290001,102.379997,102.730003,102.730003,0
2005-01-29,102.730003,104.690002,102.730003,104.040001,104.040001,0
2005-02-05,104.089996,106.690002,103.900002,105.750000,105.750000,0
2005-02-12,105.650002,105.860001,104.290001,105.629997,105.629997,0
2005-02-19,105.680000,105.779999,103.820000,105.239998,105.239998,0
2005-02-26,105.040001,105.510002,104.089996,104.790001,104.790001,0
2005-03-05,104.830002,105.349998,103.650002,104.080002,104.080002,0
2005-03-12,103.879997,105.169998,103.580002,104.709999,104.709999,0
2005-03-19,104.750000,106.540001,104.629997,106.360001,106.360001,0
2005-03-26,106.349998,107.750000,106.290001,107.660004,107.660004,0
2005-04-02,107.660004,108.860001,107.220001,108.160004,108.160004,0
2005-04-09,108.150002,108.500000,107.129997,107.709999,107.709999,0
2005-04-16,107.800003,108.019997,105.739998,105.949997,105.949997,0
2005-04-23,106.010002,106.349998,104.599998,104.650002,104.650002,0
2005-04-30,104.620003,105.410004,104.199997,105.070000,105.070000,0
2005-05-07,105.019997,107.410004,104.900002,107.309998,107.309998,0
2005-05-14,107.330002,108.279999,106.550003,108.150002,108.150002,0
2005-05-21,108.120003,108.269997,107.220001,107.980003,107.980003,0
2005-05-28,107.980003,108.830002,107.489998,107.639999,107.639999,0
2005-06-04,107.900002,108.690002,106.489998,108.650002,108.650002,0
2005-06-11,108.650002,109.690002,108.410004,108.529999,108.529999,0
2005-06-18,108.529999,109.559998,108.139999,108.970001,108.970001,0
2005-06-25,108.970001,111.779999,108.970001,111.739998,111.739998,0
2005-07-02,111.699997,112.510002,111.330002,112.260002,112.260002,0
2005-07-09,112.129997,112.360001,110.760002,112.209999,112.209999,0
2005-07-16,112.129997,113.639999,109.910004,111.300003,111.300003,0
2005-07-23,111.320000,112.839996,111.139999,112.440002,112.440002,0
2005-07-30,112.440002,112.760002,110.769997,111.800003,111.800003,0
2005-08-06,111.860001,112.519997,109.309998,109.339996,109.339996,0
2005-08-13,109.339996,110.790001,109.029999,110.440002,110.440002,0
2005-08-20,110.379997,110.709999,109.400002,110.160004,110.160004,0
2005-08-27,110.160004,111.730003,109.230003,109.800003,109.800003,0
2005-09-03,109.800003,110.739998,108.790001,109.620003,109.620003,0
2005-09-10,109.620003,111.449997,108.959999,111.320000,111.320000,0
2005-09-17,111.320000,112.620003,106.010002,112.480003,112.480003,0
2005-09-24,112.480003,113.680000,111.970001,113.459999,113.459999,0
2005-10-01,113.489998,114.379997,113.029999,113.779999,113.779999,0
2005-10-08,113.830002,115.059998,113.529999,114.050003,114.050003,0
2005-10-15,114.070000,115.970001,113.769997,115.900002,115.900002,0
2005-10-22,115.839996,116.180000,114.599998,115.570000,115.570000,0
2005-10-29,115.720001,118.360001,115.470001,118.309998,118.309998,0
2005-11-05,118.309998,118.970001,116.839996,118.040001,118.040001,0
2005-11-12,117.970001,119.540001,117.830002,119.089996,119.089996,0
2005-11-19,119.089996,119.680000,118.230003,119.639999,119.639999,0
2005-11-26,119.620003,121.160004,118.389999,120.449997,120.449997,0
2005-12-03,120.529999,121.370003,119.980003,120.639999,120.639999,0
2005-12-10,120.599998,121.010002,115.570000,115.639999,115.639999,0
2005-12-17,115.639999,117.629997,115.500000,116.360001,116.360001,0
2005-12-24,116.360001,118.160004,116.050003,117.980003,117.980003,0
2005-12-31,117.980003,118.010002,114.230003,114.389999,114.389999,0
2006-01-07,114.449997,114.860001,113.489998,114.220001,114.220001,0
2006-01-14,114.220001,115.900002,113.790001,115.269997,115.269997,0
2006-01-21,115.239998,117.400002,114.150002,117.400002,117.400002,0
2006-01-28,117.290001,119.349998,116.690002,118.889999,118.889999,0
2006-02-04,118.910004,119.154999,116.910004,117.830002,117.830002,0
2006-02-11,117.839996,118.849998,116.800003,118.139999,118.139999,0
2006-02-18,118.139999,118.970001,116.480003,116.839996,116.839996,0
2006-02-25,116.870003,117.110001,115.480003,116.410004,116.410004,0
2006-03-04,116.410004,119.120003,116.050003,119.000000,119.000000,0
2006-03-11,119.000000,119.180000,115.739998,115.910004,115.910004,0
2006-03-18,115.839996,118.470001,115.519997,117.449997,117.449997,0
2006-03-25,117.440002,118.190002,116.279999,117.760002,117.760002,0
2006-04-01,117.760002,118.760002,116.690002,118.239998,118.239998,0
2006-04-08,118.239998,118.870003,117.809998,118.680000,118.680000,0
2006-04-15,118.680000,118.800003,116.510002,116.580002,116.580002,0
2006-04-22,116.650002,116.650002,113.639999,113.820000,113.820000,0
2006-04-29,113.820000,114.154999,112.269997,112.559998,112.559998,0
2006-05-06,112.570000,112.580002,109.330002,109.970001,109.970001,0
2006-05-13,110.000000,112.160004,109.000000,111.660004,111.660004,0
2006-05-20,111.879997,112.940002,110.980003,112.650002,112.650002,0
2006-05-27,112.750000,113.330002,111.339996,111.730003,111.730003,0
2006-06-03,111.720001,114.639999,111.500000,113.959999,113.959999,0
2006-06-10,113.970001,115.410004,113.860001,115.139999,115.139999,0
2006-06-17,115.139999,116.580002,114.419998,116.540001,116.540001,0
2006-06-24,116.519997,116.684998,114.180000,114.489998,114.489998,0
2006-07-01,114.430000,115.769997,113.820000,113.959999,113.959999,0
2006-07-08,113.949997,116.379997,113.449997,116.080002,116.080002,0
2006-07-15,116.260002,117.849998,115.800003,116.120003,116.120003,0
2006-07-22,116.169998,117.379997,114.589996,114.739998,114.739998,0
2006-07-29,114.650002,115.519997,114.004997,114.480003,114.480003,0
2006-08-05,114.430000,116.410004,114.160004,116.279999,116.279999,0
2006-08-12,116.279999,116.730003,115.180000,115.769997,115.769997,0
2006-08-19,115.769997,117.389999,115.410004,117.260002,117.260002,0
2006-08-26,117.230003,117.470001,116.519997,117.059998,117.059998,0
2006-09-02,117.089996,117.110001,115.580002,116.949997,116.949997,0
2006-09-09,116.930000,118.099998,116.599998,117.470001,117.470001,0
2006-09-16,117.540001,118.269997,116.080002,116.699997,116.699997,0
2006-09-23,116.699997,118.180000,116.110001,117.959999,117.959999,0
2006-09-30,118.169998,119.070000,117.379997,119.010002,119.010002,0
2006-10-07,118.879997,119.860001,118.809998,119.599998,119.599998,0
2006-10-14,119.599998,119.779999,118.040001,118.720001,118.720001,0
2006-10-21,118.699997,119.629997,117.254997,117.580002,117.580002,0
2006-10-28,117.589996,118.180000,116.610001,117.980003,117.980003,0
2006-11-04,118.129997,118.589996,117.250000,117.519997,117.519997,0
2006-11-11,117.570000,118.440002,117.139999,117.540001,117.540001,0
2006-11-18,117.750000,118.220001,115.589996,115.889999,115.889999,0
2006-11-25,115.839996,116.500000,114.980003,115.230003,115.230003,0
2006-12-02,115.419998,116.470001,114.459999,116.290001,116.290001,0
2006-12-09,116.320000,118.294998,116.150002,118.150002,118.150002,0
2006-12-16,118.139999,118.989998,117.690002,118.989998,118.989998,0
2006-12-23,118.849998,119.199997,118.290001,118.980003,118.980003,0
2006-12-30,119.019997,119.660004,117.995003,118.690002,118.690002,0
2007-01-06,118.610001,120.690002,118.129997,120.300003,120.300003,0
2007-01-13,120.320000,121.559998,120.059998,121.209999,121.209999,0
2007-01-20,121.230003,121.779999,120.275002,121.410004,121.410004,0
2007-01-27,121.529999,122.089996,120.150002,121.129997,121.129997,0
2007-02-03,122.379997,122.550003,119.989998,121.709999,121.709999,0
2007-02-10,121.690002,122.519997,118.989998,119.410004,119.410004,0
2007-02-17,119.410004,121.620003,119.190002,121.089996,121.089996,0
2007-02-24,121.089996,121.129997,116.419998,117.190002,117.190002,0
2007-03-03,122.080002,122.080002,115.150002,118.320000,118.320000,0
2007-03-10,117.900002,118.480003,115.480003,116.739998,116.739998,0
2007-03-17,116.739998,118.290001,116.239998,118.050003,118.050003,0
2007-03-24,118.050003,118.411003,116.379997,117.809998,117.809998,0
2007-03-31,117.809998,119.379997,117.410004,119.070000,119.070000,0
2007-04-07,119.120003,119.489998,118.209999,119.230003,119.230003,0
2007-04-14,116.489998,119.860001,116.489998,118.660004,118.660004,0
2007-04-21,118.660004,119.739998,118.239998,119.480003,119.480003,0
2007-04-28,119.480003,120.440002,119.102997,120.269997,120.269997,0
2007-05-05,120.129997,120.510002,119.529999,120.190002,120.190002,0
2007-05-12,120.139999,121.370003,120.040001,121.059998,121.059998,0
2007-05-19,121.059998,121.849998,120.879997,121.760002,121.760002,0
2007-05-26,121.690002,122.150002,121.180000,122.129997,122.129997,0
2007-06-02,122.059998,122.089996,120.779999,121.709999,121.709999,0
2007-06-09,121.709999,123.654999,121.489998,123.400002,123.400002,0
2007-06-16,123.400002,124.120003,123.099998,123.690002,123.690002,0
2007-06-23,123.690002,124.040001,122.230003,123.160004,123.160004,0
2007-06-30,123.160004,123.519997,122.099998,123.360001,123.360001,0
2007-07-07,123.239998,123.660004,120.989998,121.900002,121.900002,0
2007-07-14,121.900002,122.410004,121.003998,121.269997,121.269997,0
2007-07-21,121.269997,125.349998,118.080002,118.959999,118.959999,0
2007-07-28,118.599998,119.480003,117.639999,118.040001,118.040001,0
2007-08-04,118.040001,119.809998,117.040001,118.510002,118.510002,0
2007-08-11,118.510002,118.510002,111.800003,114.250000,114.250000,0
2007-08-18,114.019997,117.070000,113.190002,116.379997,116.379997,0
2007-08-25,116.379997,116.870003,113.900002,115.769997,115.769997,0
2007-09-01,115.800003,116.449997,113.150002,113.389999,113.389999,0
2007-09-08,113.389999,115.459999,112.589996,115.260002,115.260002,0
2007-09-15,115.260002,116.300003,114.080002,115.480003,115.480003,0
2007-09-22,115.480003,115.839996,114.040001,114.739998,114.739998,0
2007-09-29,114.739998,117.114998,114.669998,116.879997,116.879997,0
2007-10-06,116.790001,117.760002,116.769997,117.589996,117.589996,0
2007-10-13,117.589996,117.919998,114.459999,114.559998,114.559998,0
2007-10-20,114.559998,115.080002,113.264999,114.209999,114.209999,0
2007-10-27,114.209999,115.910004,114.010002,114.720001,114.720001,0
2007-11-03,114.720001,114.910004,110.519997,110.660004,110.660004,0
